State,Constituency,O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes
Andhra Pradesh,Rajahmundry,9,SANGISETTI SRINIVASA RAO,Pyramid Party of India,1156,5,1161
Andhra Pradesh,Rajahmundry,10,KURUVELLA BHANUCHANDAR,Independent,1242,0,1242
Andhra Pradesh,Rajahmundry,11,KOLLAPU VENU,Independent,2868,1,2869
Andhra Pradesh,Rajahmundry,12,NOTA,None of the Above,18064,23,18087
Andhra Pradesh,Rajampet,1,P.V.MIDHUN REDDY,Yuvajana Sramika Rythu Congress Party,695277,6934,702211
Andhra Pradesh,Rajampet,2,M.SHAJAHAN BASHA (JAHA),Indian National Congress,20959,191,21150
Andhra Pradesh,Rajampet,3,D A SATHYA PRABHA,Telugu Desam,429710,4217,433927
Andhra Pradesh,Rajampet,4,ASADI. VENKATADRI,Rashtriya Krantikari Samajwadi Party,3449,11,3460
Andhra Pradesh,Rajampet,5,KARIMULLA KHAN PATTAN,Navataram Party,1132,3,1135
Andhra Pradesh,Rajampet,6,KHADER VALI SHAIK,Indian Union Muslim League,1555,2,1557
Andhra Pradesh,Rajampet,7,SYED MUKARRAM,Janasena Party,33833,153,33986
Andhra Pradesh,Rajampet,8,NARESH KUMAR POOJALA,Independent,1761,7,1768
Andhra Pradesh,Rajampet,9,PASUPULETI VENKATARAMANA ROYAL,Independent,3809,12,3821
Andhra Pradesh,Rajampet,10,NOTA,None of the Above,21289,50,21339
Andhra Pradesh,Srikakulam,1,KINJARAPU RAM MOHAN NAIDU,Telugu Desam,529213,5331,534544
Andhra Pradesh,Srikakulam,2,DOLA JAGAN,Indian National Congress,13456,289,13745
Andhra Pradesh,Srikakulam,3,DUVVADA SRINIVAS,Yuvajana Sramika Rythu Congress Party,520931,6960,527891
Andhra Pradesh,Srikakulam,4,PERLA SAMBA MURTHY,Bharatiya Janata Party,7357,1033,8390
Andhra Pradesh,Srikakulam,5,MATTA SATISH CHAKRAVARTHY,Pyramid Party of India,1441,7,1448
Andhra Pradesh,Srikakulam,6,METTA RAMARAO,Janasena Party,31319,637,31956
Andhra Pradesh,Srikakulam,7,NAMBALLA KRISHNA MOHAN,Independent,4829,7,4836
Andhra Pradesh,Srikakulam,8,NAIDUGARI RAJASEKHAR,Independent,5151,5,5156
Andhra Pradesh,Srikakulam,9,BETHA VIVEKANANDA MAHARAJ,Independent,3814,4,3818
Andhra Pradesh,Srikakulam,10,NOTA,None of the Above,25500,45,25545
Andhra Pradesh,Tirupati,1,Chintamohan,Indian National Congress,23926,113,24039
Andhra Pradesh,Tirupati,2,Doctor Daggumati Sreehari Rao,Bahujan Samaj Party,20847,124,20971
Andhra Pradesh,Tirupati,3,Panabaka Lakshmi,Telugu Desam,490605,3896,494501
Andhra Pradesh,Tirupati,4,Balli Durga Prasad Rao,Yuvajana Sramika Rythu Congress Party,717924,4953,722877
Andhra Pradesh,Tirupati,5,Bommi Srihari Rao,Bharatiya Janata Party,16001,124,16125
Andhra Pradesh,Tirupati,6,Karra Siva (Pyramid Siva),Pyramid Party of India,998,5,1003
Andhra Pradesh,Tirupati,7,"Neeruguttu Nagesh, M.A., Philosophy",Janapaalana Party (Democratic),912,1,913
Andhra Pradesh,Tirupati,8,Bokkam. Ramesh,Viduthalai Chiruthaigal Katchi,1194,1,1195
Andhra Pradesh,Tirupati,9,Viruvuru Sudhakar,Vishwa Jana Party,995,3,998
Andhra Pradesh,Tirupati,10,M. Solomon,Andhra Rastra Praja Samithi,1563,0,1563
Andhra Pradesh,Tirupati,11,Kattamanchi Prabhakar,Independent,1430,0,1430
Andhra Pradesh,Tirupati,12,K.S. Munirathnam,Independent,2117,2,2119
Andhra Pradesh,Tirupati,13,NOTA,None of the Above,25750,31,25781
Andhra Pradesh,Vijayawada,1,KILARU DILEEP,Bharatiya Janata Party,18411,93,18504
Andhra Pradesh,Vijayawada,2,KESINENI SRINIVAS (NANI),Telugu Desam,573929,1569,575498
Andhra Pradesh,Vijayawada,3,NARAHARISETTY. NARASIMHARAO.,Indian National Congress,16204,57,16261
Andhra Pradesh,Vijayawada,4,POTLURI.V.PRASAD ( P V P ),Yuvajana Sramika Rythu Congress Party,564174,2598,566772
Andhra Pradesh,Vijayawada,5,ANDUKURI VIJAYA BHASKAR,India Praja Bandhu Party,2457,0,2457
Andhra Pradesh,Vijayawada,6,DATLA LURDU MARY,Mundadugu Praja Party,433,1,434
Andhra Pradesh,Vijayawada,7,PADALA SIVA PRASAD,Navarang Congress Party,480,0,480
Andhra Pradesh,Vijayawada,8,Muttamsetty Prasad babu,Janasena Party,81416,234,81650
Andhra Pradesh,Vijayawada,9,SEKHAR,Pyramid Party of India,683,2,685
Andhra Pradesh,Vijayawada,10,Sk. Riyaz,Indian Union Muslim League,412,0,412
Andhra Pradesh,Vijayawada,11,ANIL KUMAR MADDINENI,Independent,1049,0,1049
Andhra Pradesh,Vijayawada,12,DHANEKULA GANDHI,Independent,687,1,688
Andhra Pradesh,Vijayawada,13,NANDINI NALLAGHATLA,Independent,951,2,953
Andhra Pradesh,Vijayawada,14,BOLISETTY HARI BABU,Independent,1739,0,1739
Andhra Pradesh,Vijayawada,15,MOHAMMAD ISHAQ,Independent,1218,0,1218
Andhra Pradesh,Vijayawada,16,NOTA,None of the Above,8889,22,8911
Andhra Pradesh,Visakhapatnam,1,DAGGUBATI PURANDESWARI,Bharatiya Janata Party,33430,462,33892
Andhra Pradesh,Visakhapatnam,2,PEDADA. RAMANIKUMARI,Indian National Congress,14550,83,14633
Andhra Pradesh,Visakhapatnam,3,BHARAT MATHUKUMILLI,Telugu Desam,431093,1399,432492
Andhra Pradesh,Visakhapatnam,4,M V V SATYANARAYANA,Yuvajana Sramika Rythu Congress Party,433968,2938,436906
Andhra Pradesh,Visakhapatnam,5,GEORGE BANGARI,Viduthalai Chiruthaigal Katchi,3027,1,3028
Andhra Pradesh,Visakhapatnam,6,B. JAYA VENU GOPAL,Pyramid Party of India,1622,5,1627
Andhra Pradesh,Visakhapatnam,7,V.V. LAKSHMI NARAYANA,Janasena Party,287072,1802,288874
Andhra Pradesh,Visakhapatnam,8,ANMISH VARMA,Independent,1904,11,1915
Andhra Pradesh,Visakhapatnam,9,R. UDAYA GOWRI,Independent,1384,0,1384
Andhra Pradesh,Visakhapatnam,10,KOTHAPALLI GEETHA,Independent,1155,3,1158
Andhra Pradesh,Visakhapatnam,11,GAMPALA SOMASUNDARAM,Independent,1127,1,1128
Andhra Pradesh,Visakhapatnam,12,GANNU MALLAYYA,Independent,1311,2,1313
Andhra Pradesh,Visakhapatnam,13,DURGAPRASAD. GUNTU,Independent,2463,1,2464
Andhra Pradesh,Visakhapatnam,14,PULAPAKA RAJA SEKHAR,Independent,2294,0,2294
Andhra Pradesh,Visakhapatnam,15,NOTA,None of the Above,16626,20,16646
Andhra Pradesh,Vizianagaram,1,Ashok Gajapathi Raju Pusapati,Telugu Desam,527307,3075,530382
Andhra Pradesh,Vizianagaram,2,Adiraju Yedla,Indian National Congress,15607,118,15725
Andhra Pradesh,Vizianagaram,3,Bellana Chandra Sekhar,Yuvajana Sramika Rythu Congress Party,573466,4952,578418
Andhra Pradesh,Vizianagaram,4,Sanyasi Raju Pakalapati,Bharatiya Janata Party,6902,364,7266
Andhra Pradesh,Vizianagaram,5,P.V.A. Ananda Sagar,Samaanya Praja Party,4981,2,4983
Andhra Pradesh,Vizianagaram,6,Chiranjeevi Lingala,Andhra Chaitanya Party,1261,2,1263
Andhra Pradesh,Vizianagaram,7,Mukka Srinivas Rao,Janasena Party,33779,413,34192
Andhra Pradesh,Vizianagaram,8,Lagudu. Govinda Rao,Jana Jagruti Party,787,4,791
Andhra Pradesh,Vizianagaram,9,Surya Bhavani. K,Pyramid Party of India,822,8,830
Andhra Pradesh,Vizianagaram,10,Yella Rao Siyyadula,Independent,1010,0,1010
Andhra Pradesh,Vizianagaram,11,Dhanalakoti Ramana,Independent,1172,4,1176
Andhra Pradesh,Vizianagaram,12,Pentapati Rajesh,Independent,1461,1,1462
Andhra Pradesh,Vizianagaram,13,Ijjurouthu Ramunaidu,Independent,4550,3,4553
Andhra Pradesh,Vizianagaram,14,Venkata Trindha Rao Veluri,Independent,6336,2,6338
Andhra Pradesh,Vizianagaram,15,NOTA,None of the Above,29468,33,29501
Arunachal Pradesh,ARUNACHAL EAST,1,Lowangcha Wanglat,Indian National Congress,80378,3557,83935
Arunachal Pradesh,ARUNACHAL EAST,2,Mongol Yomso,People's Party of Arunachal,22160,777,22937
Arunachal Pradesh,ARUNACHAL EAST,3,Tapir Gao,Bharatiya Janata Party,148567,5316,153883
Arunachal Pradesh,ARUNACHAL EAST,4,Bandey Mili,Janata Dal (Secular),15304,654,15958
Arunachal Pradesh,ARUNACHAL EAST,5,C. C. Singpho,Independent,10955,538,11493
Arunachal Pradesh,ARUNACHAL EAST,6,NOTA,None of the Above,5490,85,5575
Arunachal Pradesh,ARUNACHAL WEST,1,KIREN RIJIJU,Bharatiya Janata Party,216494,9302,225796
Arunachal Pradesh,ARUNACHAL WEST,2,NABAM TUKI,Indian National Congress,49362,1591,50953
Arunachal Pradesh,ARUNACHAL WEST,3,SUBU KECHI,People's Party of Arunachal,4633,133,4766
Arunachal Pradesh,ARUNACHAL WEST,4,JARJUM ETE,Janata Dal (Secular),41509,2410,43919
Arunachal Pradesh,ARUNACHAL WEST,5,JOMIN NYOKIR KARA,All India Forward Bloc,1879,42,1921
Arunachal Pradesh,ARUNACHAL WEST,6,KHYODA APIK,National People's Party,26530,589,27119
Arunachal Pradesh,ARUNACHAL WEST,7,RUMAK JOMOH,Independent,1878,68,1946
Arunachal Pradesh,ARUNACHAL WEST,8,NOTA,None of the Above,1837,52,1889
Assam,Autonomous District,1,BIREN SINGH ENGTI,Indian National Congress,141344,346,141690
Assam,Autonomous District,2,HOREN SING BEY,Bharatiya Janata Party,380183,1133,381316
Assam,Autonomous District,3,LIENKHOCHON,National People's Party,9920,117,10037
Assam,Autonomous District,4,HOLIRAM TERANG,Autonomous State Demand Committee,36840,75,36915
Assam,Autonomous District,5,JONES INGTI KATHAR,Independent,39425,158,39583
Assam,Autonomous District,6,NOTA,None of the Above,8160,34,8194
Assam,Barpeta,1,Abdul Khaleque,Indian National Congress,643441,1732,645173
Assam,Barpeta,2,Ashahak Ali Dewan,All India Trinamool Congress,20405,61,20466
Assam,Barpeta,3,Kumar Deepak Das,Asom Gana Parishad,501319,3547,504866
Assam,Barpeta,4,Rafiqul Islam,All India United Democratic Front,248360,307,248667
Assam,Barpeta,5,Aroon Barooa,Purvanchal Janta Party (Secular),3424,194,3618
Assam,Barpeta,6,Chitralekha Das,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),2322,60,2382
Assam,Barpeta,7,Saniara Parbin,Voters Party International,3391,46,3437
Assam,Barpeta,8,Pranabjyoti Das Rajbonshi,National People's Party,2390,72,2462
Assam,Barpeta,9,Bhadreswar Barman,National Republican Congress,2164,50,2214
Assam,Barpeta,10,Matiar Rahman,The National Road Map Party of India,3970,3,3973
Assam,Barpeta,11,Rejaul Karim,Republican Party of India (A),3345,5,3350
Assam,Barpeta,12,Santanu Mukherjee,Bharatiya Gana Parishad,5279,129,5408
Assam,Barpeta,13,Arfan Ali,Independent,2780,19,2799
Assam,Barpeta,14,NOTA,None of the Above,9648,86,9734
Assam,Dhubri,1,ABU TAHER BEPARI,Indian National Congress,492086,420,492506
Assam,Dhubri,2,ZABED ISLAM,Asom Gana Parishad,398770,963,399733
Assam,Dhubri,3,NURUL ISLAM CHOUDHURY,All India Trinamool Congress,12865,30,12895
Assam,Dhubri,4,BADRUDDIN AJMAL,All India United Democratic Front,718131,633,718764
Assam,Dhubri,5,ALAKESH ROY,Hindusthan Nirman Dal,7717,63,7780
Assam,Dhubri,6,SURAT JAMAN MONDAL,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),4304,21,4325
Assam,Dhubri,7,JOHIRUL ISLAM KHAN,Purvanchal Janta Party (Secular),2846,13,2859
Assam,Dhubri,8,NRIPEN DAS,Bharatiya National Janta Dal,1908,164,2072
Assam,Dhubri,9,MEHBUBAR RAHMAN,Republican Party of India (A),4249,1,4250
Assam,Dhubri,10,SHAJAHAN SHEIKH,Voters Party International,5625,3,5628
Assam,Dhubri,11,ANAMIKA SARKAR,Independent,5566,23,5589
Assam,Dhubri,12,UTTAM KUMAR RAY,Independent,3290,31,3321
Assam,Dhubri,13,MIR HUSSAIN SARKAR,Independent,4138,0,4138
Assam,Dhubri,14,RUKUNUR ZAMAN,Independent,4393,0,4393
Assam,Dhubri,15,SHUKUR ALI,Independent,7765,9,7774
Assam,Dhubri,16,NOTA,None of the Above,8963,15,8978
Assam,Dibrugarh,1,PABAN SINGH GHATOWAR,Indian National Congress,294663,354,295017
Assam,Dibrugarh,2,RAMESWAR TELI,Bharatiya Janata Party,657983,1600,659583
Assam,Dibrugarh,3,DR. TITUS BHENGRA,Bahujan Mukti Party,6930,3,6933
Assam,Dibrugarh,4,BHABEN BARUAH,National People's Party,9687,31,9718
Assam,Dibrugarh,5,APURBA SAIKIA,Independent,3790,21,3811
Assam,Dibrugarh,6,ISRAIL NANDA,Independent,5684,3,5687
Assam,Dibrugarh,7,NURUL HUDA IMDADUL ISLAM SAIKIA,Independent,5598,1,5599
Assam,Dibrugarh,8,RUBUL BURAGOHAIN,Independent,8102,10,8112
Assam,Dibrugarh,9,NOTA,None of the Above,21240,48,21288
Assam,Gauhati,1,QUEEN OJA,Bharatiya Janata Party,1007156,1780,1008936
Assam,Gauhati,2,BOBBEETA SHARMA,Indian National Congress,662776,554,663330
Assam,Gauhati,3,MANOJ SHARMA,All India Trinamool Congress,10135,6,10141
Assam,Gauhati,4,AVIJIT CHAKRABORTY,Bharatiya Gana Parishad,2335,16,2351
Assam,Gauhati,5,SADEK ALI,Republican Party of India (A),3645,5,3650
Assam,Gauhati,6,PANKAJ DAS,Swarna Bharat Party,4102,8,4110
Assam,Gauhati,7,PARTHA PRATIM BARUAH,Voters Party International,2587,3,2590
Assam,Gauhati,8,MAMONI SARMA,Purvanchal Janta Party (Secular),2451,5,2456
Assam,Gauhati,9,RAJIB KAKATI,Hindusthan Nirman Dal,2119,3,2122
Assam,Gauhati,10,RATUL KUMAR CHOUDHURY,Samajwadi Party,2378,5,2383
Assam,Gauhati,11,RUBI NEOG,National Republican Congress,2050,14,2064
Assam,Gauhati,12,ALIMUDDIN AHMED,Independent,2833,3,2836
Assam,Gauhati,13,UPAMANYU HAZARIKA,Independent,21114,79,21193
Assam,Gauhati,14,UTPAL BORGOHAIN,Independent,2748,5,2753
Assam,Gauhati,15,JUNMONI DEVI KHAUND,Independent,5479,4,5483
Assam,Gauhati,16,FARUK AHMED BHUYAN,Independent,9043,1,9044
Assam,Gauhati,17,SHANKHA SINHA,Independent,7847,2,7849
Assam,Gauhati,18,NOTA,None of the Above,10442,24,10466
Assam,Jorhat,1,KANAK GOGOI,Communist Party of India,17759,90,17849
Assam,Jorhat,2,TOPON KUMAR GOGOI,Bharatiya Janata Party,540942,2346,543288
Assam,Jorhat,3,RIBULAYA GOGOI,All India Trinamool Congress,6058,63,6121
Assam,Jorhat,4,SUSHANTA BORGOHAIN,Indian National Congress,459480,1155,460635
Assam,Jorhat,5,KAMALA RAJ KONWAR,National People's Party,4989,7,4996
Assam,Jorhat,6,RAJ KUMAR DUWARA,All India Forward Bloc,3431,7,3438
Assam,Jorhat,7,ARBIN KUMAR BORUAH,Independent,3577,11,3588
Assam,Jorhat,8,NANDITA NAG,Independent,5467,14,5481
Assam,Jorhat,9,NOTA,None of the Above,12536,33,12569
Assam,Kaliabor,1,Gaurav Gogoi,Indian National Congress,785014,1078,786092
Assam,Kaliabor,2,Moni Madhab Mahanta,Asom Gana Parishad,574456,1642,576098
Assam,Kaliabor,3,Abdul Aziz,National People's Party,9880,23,9903
Assam,Kaliabor,4,Shree Diganta Kumar Saikia,Hindusthan Nirman Dal,5650,62,5712
Assam,Kaliabor,5,Md. Hariqul Islam Bhuyan,Asom Jana Morcha,5257,13,5270
Assam,Kaliabor,6,Sri Jiten Gogoi,Independent,18253,91,18344
Assam,Kaliabor,7,Sri Bhaskar Sarmah,Independent,7316,39,7355
Assam,Kaliabor,8,NOTA,None of the Above,15845,68,15913
Assam,Karimganj,1,KRIPANATH MALLAH,Bharatiya Janata Party,471946,1100,473046
Assam,Karimganj,2,CHANDAN DAS,All India Trinamool Congress,4848,22,4870
Assam,Karimganj,3,RADHESHYAM BISWAS,All India United Democratic Front,434519,138,434657
Assam,Karimganj,4,SWARUP DAS,Indian National Congress,120293,159,120452
Assam,Karimganj,5,AJOY KUMAR SARKAR,All India Forward Bloc,1537,1,1538
Assam,Karimganj,6,NIKHIL RANJAN DAS,Hindusthan Nirman Dal,2518,1,2519
Assam,Karimganj,7,PROBASH CHANDRA SARKAR,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),1165,1,1166
Assam,Karimganj,8,ANUPAM SINGHA,Independent,1057,12,1069
Assam,Karimganj,9,PARIKSHIT ROY,Independent,2765,0,2765
Assam,Karimganj,10,RABINDRA CHANDRA DAS,Independent,1714,5,1719
Assam,Karimganj,11,RAJU DAS,Independent,2107,4,2111
Assam,Karimganj,12,RAMNARAYAN SUKLABAIDYA,Independent,1795,0,1795
Assam,Karimganj,13,SATYAJIT DAS,Independent,2986,2,2988
Assam,Karimganj,14,HARILAL RABIDAS,Independent,2821,1,2822
Assam,Karimganj,15,NOTA,None of the Above,6548,7,6555
Assam,Kokrajhar,1,Pramila Rani Brahma,Bodoland Peoples Front,443410,3364,446774
Assam,Kokrajhar,2,Biraj Deka,Communist Party of India (Marxist),27804,324,28128
Assam,Kokrajhar,3,Sabda Ram Rabha,Indian National Congress,146251,867,147118
Assam,Kokrajhar,4,Urkhao Gwra Brahma,"United People’s Party, Liberal",309736,2699,312435
Assam,Kokrajhar,5,Charan Iswary,Purvanchal Janta Party (Secular),9519,308,9827
Assam,Kokrajhar,6,Rajesh Narzary,Voters Party International,13866,42,13908
Assam,Kokrajhar,7,Naba Kumar Sarania,Independent,482556,2004,484560
Assam,Kokrajhar,8,Prasanjit Kumar Das,Independent,9822,137,9959
Assam,Kokrajhar,9,Ranjoy Kr. Brahma,Independent,10733,55,10788
Assam,Kokrajhar,10,NOTA,None of the Above,15867,121,15988
Assam,Lakhimpur,1,ANIL BORGOHAIN,Indian National Congress,425002,853,425855
Assam,Lakhimpur,2,ANUP PRATIM BORBARUAH,Nationalist Congress Party,4463,64,4527
Assam,Lakhimpur,3,AMIYA KUMAR HANDIQUE,Communist Party of India (Marxist),12746,63,12809
Assam,Lakhimpur,4,ARUP KALITA,Communist Party of India,13357,21,13378
Assam,Lakhimpur,5,PRADAN BARUAH,Bharatiya Janata Party,774017,2389,776406
Assam,Lakhimpur,6,UBAIDUR RAHMAN,Asom Jana Morcha,8738,0,8738
Assam,Lakhimpur,7,DILIP MORAN,Assam Dristi Party,8196,89,8285
Assam,Lakhimpur,8,BHUPEN NARAH,Voters Party International,5566,15,5581
Assam,Lakhimpur,9,HEM KANTA MIRI,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),4009,25,4034
Assam,Lakhimpur,10,AMBAZ UDDIN,Independent,3889,1,3890
Assam,Lakhimpur,11,PROBHU LAL VAISNAVA,Independent,4858,8,4866
Assam,Lakhimpur,12,NOTA,None of the Above,15187,33,15220
Assam,Mangaldoi,1,DILIP SAIKIA,Bharatiya Janata Party,732740,2729,735469
Assam,Mangaldoi,2,BHUBANESWAR KALITA,Indian National Congress,595845,1079,596924
Assam,Mangaldoi,3,SUDHENDU MOHAN TALUKDAR,All India Trinamool Congress,10619,21,10640
Assam,Mangaldoi,4,AINUL HAQUE,Asom Jana Morcha,4242,7,4249
Assam,Mangaldoi,5,GANDHESHWAR MOCHAHARI,Voters Party International,11212,33,11245
Assam,Mangaldoi,6,BIREN BASAK,Bharatiya Gana Parishad,2520,4,2524
Assam,Mangaldoi,7,MANI RAM BASUMATARY,Hindusthan Nirman Dal,3831,67,3898
Assam,Mangaldoi,8,SWARNALATA CHALIHA,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),3819,10,3829
Assam,Mangaldoi,9,KAZI NEKIB AHMED,Independent,7131,4,7135
Assam,Mangaldoi,10,JAYANTA KUMAR KALITA,Independent,7799,7,7806
Assam,Mangaldoi,11,PRODEEP KUMAR DAIMARY,"United People’s Party, Liberal",103402,468,103870
Assam,Mangaldoi,12,NOTA,None of the Above,18495,23,18518
Assam,Nowgong,1,Pradyut Bordoloi,Indian National Congress,738881,843,739724
Assam,Nowgong,2,Sri Rupak Sharma,Bharatiya Janata Party,720727,2245,722972
Assam,Nowgong,3,Sahadeb Das,All India Trinamool Congress,5860,15,5875
Assam,Nowgong,4,Azgor Ali,Purvanchal Janta Party (Secular),3650,5,3655
Assam,Nowgong,5,Saiful Islam Choudhury,Asom Jana Morcha,3418,3,3421
Assam,Nowgong,6,Sukanta Mazumdar,Bharatiya Gana Parishad,2745,11,2756
Assam,Nowgong,7,Zakir Hussain,Independent,4311,4,4315
Assam,Nowgong,8,NOTA,None of the Above,10737,20,10757
Assam,Silchar,1,RAJDEEP ROY,Bharatiya Janata Party,496235,3179,499414
Assam,Silchar,2,SUSHMITA DEV,Indian National Congress,416233,1585,417818
Assam,Silchar,3,HITABRATA ROY,All India Trinamool Congress,3498,16,3514
Assam,Silchar,4,NAZIA YASMIN MAZUMDAR,National People's Party,5650,43,5693
Assam,Silchar,5,Badrul Islam Barbhuiya,All India Forward Bloc,829,11,840
Assam,Silchar,6,Shyam Deo Kurmi,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),1081,14,1095
Assam,Silchar,7,Ashitava Dutta,Independent,808,5,813
Assam,Silchar,8,Ashutosh Bhattacharjee,Independent,1503,4,1507
Assam,Silchar,9,Nazmul Haque Laskar,Independent,1816,4,1820
Assam,Silchar,10,Puran Lal Goala,Independent,1459,1,1460
Assam,Silchar,11,Mohendra Chandra Das,Independent,1652,3,1655
Assam,Silchar,12,Shuvadip Datta,Independent,1532,3,1535
Assam,Silchar,13,Sabindra Das,Independent,3981,4,3985
Assam,Silchar,14,NOTA,None of the Above,8525,22,8547
Assam,Tezpur,1,PALLAB LOCHAN DAS,Bharatiya Janata Party,681437,2729,684166
Assam,Tezpur,2,M.G.V.K. BHANU,Indian National Congress,440461,864,441325
Assam,Tezpur,3,MAHENDRA BHUYAN,Nationalist Congress Party,6398,85,6483
Assam,Tezpur,4,MAHENDRA ORANG,Voters Party International,7950,16,7966
Assam,Tezpur,5,RAM BAHADUR SUNAR,National People's Party,5776,104,5880
Assam,Tezpur,6,ZIABUR RAHMAN KHAN,Independent,5099,5,5104
Assam,Tezpur,7,BIJOY KUMAR TIRU,Independent,23626,20,23646
Assam,Tezpur,8,NOTA,None of the Above,15588,38,15626
Bihar,Araria,1,PRADEEP KUMAR SINGH,Bharatiya Janata Party,618004,430,618434
Bihar,Araria,2,RAM NRAYAN BHARTI,Bahujan Samaj Party,10287,7,10294
Bihar,Araria,3,SARFARAZ ALAM,Rashtriya Janata Dal,481120,73,481193
Bihar,Araria,4,TARACHAND PASWAN,Bahujan Mukti Party,7263,3,7266
Bihar,Araria,5,SUDAMA SINGH,Bihar Lok Nirman Dal,2057,2,2059
Bihar,Araria,6,MD. MATIN,Independent,1368,1,1369
Bihar,Araria,7,MD. MINHAZ ALAM,Independent,1949,0,1949
Bihar,Araria,8,MUKESH SINGH,Independent,2143,2,2145
Bihar,Araria,9,MD. MOBINUL HAQUE,Independent,3036,1,3037
Bihar,Araria,10,RAMA NAND RISHIDEO,Independent,5959,0,5959
Bihar,Araria,11,ABDUL WAHID KHAN,Independent,8168,0,8168
Bihar,Araria,12,SHAHIN PRAVIN,Independent,7138,1,7139
Bihar,Araria,13,NOTA,None of the Above,20606,12,20618
Bihar,Arrah,1,Manoj Yadav,Bahujan Samaj Party,10498,280,10778
Bihar,Arrah,2,R. K. Singh,Bharatiya Janata Party,560106,6374,566480
Bihar,Arrah,3,Anil Kumar Singh,Pragatishil Samajwadi Party (Lohia),7018,23,7041
Bihar,Arrah,4,Krishna Paswan,Bhartiya Kranti Vir Party,3745,33,3778
Bihar,Arrah,5,Bharat Bhushan Pandey,Akhil Bharatiya Jan Sangh,3579,18,3597
Bihar,Arrah,6,Raj Giri Bhagat,Shoshit Samaj Dal,12592,6,12598
Bihar,Arrah,7,Raju Yadav,Communist Party of India (Marxist-Leninist) (Liberation),418266,929,419195
Bihar,Arrah,8,Dr. Kumar Sheelbhadra,Independent,9139,23,9162
Bihar,Arrah,9,Ram Raj Singh,Independent,4551,4,4555
Bihar,Arrah,10,Lakshaman Kumar Ojha,Independent,7894,8,7902
Bihar,Arrah,11,Shiv das Singh,Independent,13768,5,13773
Bihar,Arrah,12,NOTA,None of the Above,21763,62,21825
Bihar,Aurangabad,1,NARESH YADAV,Bahujan Samaj Party,33958,75,34033
Bihar,Aurangabad,2,SUSHIL KUMAR SINGH,Bharatiya Janata Party,429936,1605,431541
Bihar,Aurangabad,3,AVINASH KUMAR,Peoples Party of India (Democratic),13753,12,13765
Bihar,Aurangabad,4,UPENDRA PRASAD,Hindustani Awam Morcha (Secular),358611,323,358934
Bihar,Aurangabad,5,DR DHARMENDRA KUMAR,Akhil Hind Forward Bloc (Krantikari),16678,5,16683
Bihar,Aurangabad,6,SOM PRAKASH,Swaraj Party (Loktantrik),11775,4,11779
Bihar,Aurangabad,7,DHIRENDRA KUMAR SINGH,Independent,25024,6,25030
Bihar,Aurangabad,8,YOGENDRA RAM,Independent,12052,8,12060
Bihar,Aurangabad,9,SANTOSH KUMAR SINHA,Independent,15134,4,15138
Bihar,Aurangabad,10,NOTA,None of the Above,22605,27,22632
Bihar,Banka,1,GIRIDHARI YADAV,Janata Dal (United),476948,840,477788
Bihar,Banka,2,JAI PRAKASH NARAYAN YADAV,Rashtriya Janata Dal,276856,400,277256
Bihar,Banka,3,MD RAFIQUE ALAM,Bahujan Samaj Party,11931,29,11960
Bihar,Banka,4,KAILASH PRASAD SINGH,Pragatishil Samajwadi Party (Lohia),2570,12,2582
Bihar,Banka,5,NEELU DEVI,Bhartiya Dalit Party,2282,49,2331
Bihar,Banka,6,PHESAL ANSARI,Bharatiya Momin Front,2128,3,2131
Bihar,Banka,7,RAJKISHORE PRASAD ALIAS PAPPU YADAV,Jharkhand Mukti Morcha,3933,5,3938
Bihar,Banka,8,AMARJEET KUMAR,Independent,3660,13,3673
Bihar,Banka,9,UMAKANT YADAV,Independent,1886,3,1889
Bihar,Banka,10,MP YADAV,Independent,1877,1,1878
Bihar,Banka,11,NARESH YADAV,Independent,2759,2,2761
Bihar,Banka,12,PAWAN THAKUR,Independent,4082,2,4084
Bihar,Banka,13,PUTUL KUMARI,Independent,103448,281,103729
Bihar,Banka,14,PRAMOD SINGH WELDONE,Independent,7361,1,7362
Bihar,Banka,15,PRAVIN KUMAR JHA,Independent,17021,4,17025
Bihar,Banka,16,MANOJ KUMAR SAH,Independent,44394,4,44398
Bihar,Banka,17,MRITUNJAY ROY,Independent,14228,1,14229
Bihar,Banka,18,MOHAMMAD MUKHTAR ALAM,Independent,5786,0,5786
Bihar,Banka,19,SANJIV KUMAR KUNAL,Independent,2381,1,2382
Bihar,Banka,20,SYED ALAMDAR HUSSAIN,Independent,1998,1,1999
Bihar,Banka,21,NOTA,None of the Above,6591,34,6625
